ID,Degree,Betweenness,Closeness,Alpha_Centrality,Eigen_centrality,KNN (Average nearest neighbor degree),Harmonic_centrality,Kleinberg's hub centrality,Strength (Summing up the edge weights of the adjacent edges for each vertex)
"AutrPela",1.35849057,1.5816945,1.14351304,-1.5,1.19378535,0.89124478,1.13163065,1.34990115,1.35849057
"BenthProd",0.60377358,0,0.82806117,-1,0.62815154,0.80858901,0.84872299,0.37374753,0.60377358
"Cepha",1.35849057,1.69499072,1.14351304,17,1.22790128,1.02061902,1.13163065,1.42815841,1.35849057
"DemCot",1.81132075,7.66159555,1.33409854,11,1.28416326,0.86249495,1.27308448,1.56203213,1.81132075
"MacroBenth",0.75471698,0.50463822,0.92360668,7.5,0.75460907,0.85387,0.92730845,0.53937836,0.75471698
"MarMamm",0.90566038,0.06926407,1.00057391,14,1.09399336,1.25061767,0.99017682,1.13364963,0.90566038
"MeioBenth",0.60377358,0,0.82806117,-1,0.62815154,0.80858901,0.84872299,0.37374753,0.60377358
"OisMar",0.45283019,0.06926407,0.77463786,-22,0.74892273,1.16436818,0.78585462,0.53128005,0.45283019
"Phyto",0.75471698,0.06926407,0.96055095,-3,0.99951041,1.26786757,0.94302554,0.94628972,0.75471698
"Ray",0.60377358,0,0.82806117,-1,0.62815154,0.80858901,0.84872299,0.37374753,0.60377358
"Req",0.90566038,0.19294991,1.00057391,-7.5,1.07116649,1.18593055,0.99017682,1.08683454,0.90566038
"SardPlat",1.35849057,1.5816945,1.14351304,-1.5,1.19378535,0.89124478,1.13163065,1.34990115,1.35849057
"SardRond",1.35849057,1.5816945,1.14351304,-1.5,1.19378535,0.89124478,1.13163065,1.34990115,1.35849057
"ThonCot",0.75471698,0.06926407,0.85763478,3,0.99019165,1.19024303,0.89587426,0.92872685,0.75471698
"ThonLar",0.90566038,0.1038961,0.88939903,-4.5,1.06348787,1.12124343,0.94302554,1.07130852,0.90566038
"Zoopl",1.50943396,0.81978973,1.20068869,8,1.30024322,0.98324424,1.17878193,1.60139575,1.50943396
